서울농학교,한국우진학교,서울맹학교,광성하늘빛학교,누리학교,교남학교,다니엘학교,밀알학교,서울새롬학교,서울광진학교,서울동천학교,서울삼성학교,서울애화학교,서울정문학교,서울정민학교,서울정인학교,서울정진학교,성베드로학교,수도사랑의학교,연세대학교재활학교,서울정애학교,주몽학교,한국구화학교,한국육영학교,한빛맹학교,은평대영학교,서울경운학교,서울다원학교,서울효정학교,서울나래학교,서울서진학교,서울도솔학교,금천구중심,양천구중심,영등포구중심,용산구중심,중구중심,성동구중심,동대문구중심,중랑구중심
0.0,5957.797343591101,131.8266410992823,14578.471388487598,10215.428414293956,11103.25666030175,17698.209510638033,14937.08579051336,10896.52367125746,12084.91682745719,11280.26856288503,9791.366525729907,6903.3491890477635,14497.734780846715,10660.171796511744,6309.338728479711,16248.187062145349,16657.34641991021,1245.5612505350746,3090.538729896995,10950.151443799234,17741.204959043967,17078.747969090888,18498.88654923716,6258.184038005531,5942.287682273656,2022.942829949194,2196.9837718504687,6225.157755673174,15351.7260653829,10674.508141031212,13754.931573546199,15652.41801229734,11812.150351534292,9209.254605009311,6207.38411982808,3518.0477641333296,6509.118730928352,6405.192817690431,11189.777918175778
5957.797343591101,0.0,5845.890369821865,19657.49638721109,8147.136029442038,5225.235276030693,20719.622061660884,18382.13441832074,8898.415957860207,16997.581296004046,17007.16606921908,8834.83803780374,12584.13782118181,12198.34566732576,16495.57168088676,11627.268422874846,10878.418475878976,11542.737757248107,5438.354849805768,3584.7349966640236,14723.240396808897,23097.59337405987,22589.57923367829,22519.444972105546,11717.33492373105,3834.3472369481706,7396.13980269717,8134.519967519532,11710.104747400566,17654.510645476144,4743.351701855149,18392.76414773125,12677.719030061628,6844.676528275849,5055.543632811355,8776.56621414851,8355.454377657818,11791.82271660991,12024.396316634506,17139.630645838417
131.8266410992823,5845.890369821865,0.0,14626.747890243774,10092.719145378695,10984.080918868001,17677.822588631436,14925.906399746982,10775.407018447539,12123.337274524187,11409.331482662876,9678.893632383097,7034.015472391336,14377.705413641705,10786.267826371717,6440.544911865616,16118.764202421053,16526.3644485676,1131.1034878062028,2958.846666255321,10942.863921648232,17804.5343116005,17150.05203922295,18509.427608577487,6389.977828210409,5896.686842999065,2043.7957007982625,2319.3544094780104,6356.980107715835,15309.802224904744,10567.031932498403,13882.56922844347,15527.441506877547,11681.365220477903,9077.461095809116,6144.055128598775,3520.4945071284164,6556.461833157123,6475.105154368544,11297.709272681148
14578.471388487598,19657.49638721109,14626.747890243774,0.0,17792.944779456127,23880.190490269957,8969.144432250101,6738.433921996498,17912.652596486107,2711.1916980428964,12662.781146573985,16088.638357141153,12761.186531128966,20001.032287859784,11555.572963621757,14240.759304661873,26993.929883843706,26754.45818089908,14480.360729578895,16075.153958217526,6519.44571438868,3765.2232034426665,3991.750437156538,6208.831171912088,13763.782659678378,20520.652980617393,12624.898313635598,13156.677264521726,13671.369448601383,10266.915687291905,24202.758490127566,18841.63088553706,21898.80336019321,22713.64163707513,20004.25692591994,11658.062593344099,11371.365807109782,8070.320136473457,8354.951486037198,8108.932444945005
10215.428414293956,8147.136029442038,10092.719145378695,17792.944779456127,0.0,8447.965848495238,15315.757640393871,13845.780401638125,759.003020621636,15178.012686672406,20606.35358270839,1783.9259113162245,16595.01499203463,4329.995272899877,19717.502399098197,16378.97990840486,9353.71030684677,8981.885907015992,8980.151034313198,7493.193057420798,11418.311752961145,21556.889888928377,21544.647263158164,18346.49760812013,16237.744398991785,11859.506533218659,9920.850707658929,11899.540839480707,16185.757243882092,11751.79825522576,9892.318008051172,23929.723209368432,5472.58349486259,5632.531078114413,3927.829271160785,6705.5439581288165,9519.064681699347,12036.806392215003,12985.569367271808,18858.34043336048
11103.25666030175,5225.235276030693,10984.080918868001,23880.190490269957,8447.965848495238,0.0,23349.319954027516,21449.63130065318,8998.910941324017,21171.299865892317,22232.03745652884,9941.051272584813,17808.929516657976,11148.200703165756,21709.079549813083,16836.363448265594,6129.200242049779,7097.079153260009,10408.109513845699,8335.84747269997,18245.267620845167,27486.107542085414,27122.094698603392,25846.641092308397,16937.20474733008,7979.812048945997,12306.937783059986,13298.209146968875,16931.460896115157,19921.439773391452,1948.9124913506273,23397.70022235294,10803.591092894567,3651.3302242708387,4593.651181309782,12328.553086166285,12994.690573373424,16402.51932096746,16827.905062251473,22206.944750905754
17698.209510638033,20719.622061660884,17677.822588631436,8969.144432250101,15315.757640393871,23349.319954027516,0.0,2984.245474964274,15042.895000354738,8602.16036837387,20532.12276398868,13591.314299472831,19156.47758588558,15515.973638602996,19356.314446550066,20243.62435878147,24400.06229622851,23738.154403243254,16972.154791769066,17614.02704327997,6883.4679787736295,11430.425735395589,12381.8014110358,4325.165816570529,19808.56349591245,23039.074297016683,15767.58375785626,17323.06599919532,19713.684449054075,3636.739430599239,24356.33140308759,26415.90601670911,17369.322872991383,20942.663142574722,18804.705158523233,12061.1993835902,14235.290536443163,12461.592101371194,13498.357392489937,16248.612161716388
14937.08579051336,18382.13441832074,14925.906399746982,6738.433921996498,13845.780401638125,21449.63130065318,2984.245474964274,0.0,13705.889474468451,5819.446516084853,17635.753673922336,12066.180869115913,16172.51914350477,14848.217592147466,16457.744218221727,17263.683420837795,23154.932616988157,22633.662424314494,14290.819477844845,15116.432345275833,4002.9631204958355,9829.98729383907,10534.37448750152,4501.653747229159,16827.103364714305,20446.207792169207,12968.430051955896,14435.162205800085,16732.133693916974,3625.529742283501,22289.19992812182,23465.202316125742,16762.271328690833,19371.805591137807,17014.57253135622,9613.054400900855,11437.29227534781,9494.923411966334,10517.428960185112,13438.336839162614
10896.52367125746,8898.415957860207,10775.407018447539,17912.652596486107,759.003020621636,8998.910941324017,15042.895000354738,13705.889474468451,0.0,15332.775765976483,21154.26449685727,1833.2676148621388,17193.605662551505,3610.795337641714,20245.43640788176,17019.946619101916,9449.217780624223,8972.437437298897,9656.498383541613,8220.169108351005,11474.846573891997,21677.600424795808,21713.349383093184,18205.948610471587,16867.37256808252,12617.559586719453,10525.298459457745,12532.797683227987,16813.331281848536,11445.651553279744,10508.472550147373,24583.52924820704,4872.154807709561,5997.363036126796,4556.58857904677,7080.857618850059,10049.728939802824,12435.425080634179,13423.146554584842,19284.615800391188
12084.91682745719,16997.581296004046,12123.337274524187,2711.1916980428964,15178.012686672406,21171.299865892317,8602.16036837387,5819.446516084853,15332.775765976483,0.0,11972.258190131786,13501.610389471416,11179.046665193566,17591.456859338792,10803.150224442172,12517.377060857063,24325.900478660402,24114.979799884728,11898.098712206043,13421.50193259313,4183.476925038438,6416.902941237962,6384.06909732649,7165.2541945214325,12048.278148263662,18016.558179387608,10094.431275808081,10833.996456130375,11952.986546603312,8908.067002522288,21513.063415053977,17974.7425335619,19467.1350292609,20021.016480196908,17301.662514050935,8952.834099873211,8772.611037740297,5607.717633469858,6119.914909792876,7647.363454638711
11280.26856288503,17007.16606921908,11409.331482662876,12662.781146573985,20606.35358270839,22232.03745652884,20532.12276398868,17635.753673922336,21154.26449685727,11972.258190131786,0.0,19609.05357722777,4423.125758028587,24527.09566695429,1178.4987384596318,5590.457586953509,27527.62176694017,27908.223174564533,12260.272821217724,14338.970569113339,14541.540052977592,13523.035585584441,12224.653770071467,18788.06331480701,5376.16246326254,15326.249206880977,10789.597660762822,9130.101319276167,5363.920433422044,20121.227672731115,21500.589520954672,6198.322931152251,26021.9953675988,23073.385368974134,20403.7094159,14412.26675546379,11107.44163424818,9543.837707725874,8311.100659655016,4560.16149696589
9791.366525729907,8834.83803780374,9678.893632383097,16088.638357141153,1783.9259113162245,9941.051272584813,13591.314299472831,12066.180869115913,1833.2676148621388,13501.610389471416,19609.05357722777,0.0,15770.495742719238,4921.297516275912,18665.164776562102,15718.961049068444,11134.81727117332,10735.483472843058,8547.80558004055,7423.837478429687,9671.884471373722,19853.852265613572,19881.196117450676,16566.040014930793,15531.494655421948,12336.690651505607,9157.828586227091,11232.384155676134,15471.489268840422,10059.878588172305,11233.26511309545,23304.180414919654,6475.0017988484005,7357.350755806553,5348.349380097825,5349.814482858213,8515.276524147577,10700.644957562849,11727.551718265566,17565.69334988271
6903.3491890477635,12584.13782118181,7034.015472391336,12761.186531128966,16595.01499203463,17808.929516657976,19156.47758588558,16172.51914350477,17193.605662551505,11179.046665193566,4423.125758028587,15770.495742719238,0.0,20678.448224736592,4010.1552933245757,1639.7467616691524,23143.817632812068,23559.596600122295,7946.123107648762,9985.278297416651,12513.116561436012,14755.444428528852,13675.510961314876,18343.651552159856,1213.877094573795,11051.400511146236,6674.341883423171,4811.870604257299,1152.0934597952746,18003.53373830117,17097.64607326571,7814.141378813432,22059.80369178836,18715.32491788797,16087.961779522071,10848.539090883287,7317.785307616847,6897.550380671789,5725.233815184183,5991.507083864761
14497.734780846715,12198.34566732576,14377.705413641705,20001.032287859784,4329.995272899877,11148.200703165756,15515.973638602996,14848.217592147466,3610.795337641714,17591.456859338792,24527.09566695429,4921.297516275912,20678.448224736592,0.0,23574.748573767705,20573.757003063656,9452.796060850851,8526.347729301748,13255.308828474184,11823.057833142488,13485.724548888777,23721.02518211597,23934.52005584805,19223.041285476993,20404.747046057542,15998.65756253238,14038.327796152404,16082.11596560689,20347.623250981276,11906.023580963976,12923.563423005015,28150.215416062863,1920.9298051284482,7591.438014613805,7359.653430879531,10193.93204636836,13436.5681460449,15492.327239587772,16568.972218207142,22356.627470698837
10660.171796511744,16495.57168088676,10786.267826371717,11555.572963621757,19717.502399098197,21709.079549813083,19356.314446550066,16457.744218221727,20245.43640788176,10803.150224442172,1178.4987384596318,18665.164776562102,4010.1552933245757,23574.748573767705,0.0,5415.682455517486,26871.349051687896,27206.469630818792,11570.742686195754,13673.911740863214,13374.01065791446,12578.383875856338,11311.736993081322,17654.2188947681,5114.998250359889,15058.703757897316,9998.411786378165,8475.483408986647,5082.351621056786,18950.625958684028,21068.50404178993,7286.095561169572,25103.896663899268,22388.861002266236,19682.253675310218,13420.491828570042,10199.244675204673,8449.883667841299,7228.270948990944,3490.5816920735356
6309.338728479711,11627.268422874846,6440.544911865616,14240.759304661873,16378.97990840486,16836.363448265594,20243.62435878147,17263.683420837795,17019.946619101916,12517.377060857063,5590.457586953509,15718.961049068444,1639.7467616691524,20573.757003063656,5415.682455517486,0.0,22368.845784415593,22865.08530260957,7474.700452945678,9378.891851929673,13477.538931575975,16353.067495355614,15292.257388271331,19673.626843512393,477.1078097280562,9736.481584699377,6570.222681007302,4491.698542201776,569.5751249107162,18854.592554096733,15991.306415942927,7585.631956350795,21848.74350261336,18019.228020303643,15491.497376672765,11095.756106646837,7519.202827909096,7814.965623187187,6746.557957946402,7630.03041478405
16248.187062145349,10878.418475878976,16118.764202421053,26993.929883843706,9353.71030684677,6129.200242049779,24400.06229622851,23154.932616988157,9449.217780624223,24325.900478660402,27527.62176694017,11134.81727117332,23143.817632812068,9452.796060850851,26871.349051687896,22368.845784415593,0.0,1341.417835723498,15302.014075967338,13198.339850300275,20730.273959696115,30740.771833020823,30619.12036469229,27655.16607698264,22403.99233185034,14060.696870871876,16988.313599948844,18405.940397025504,22384.667309078628,20770.971758922966,7855.6671606710715,29270.478412344222,8112.537804279707,4527.593621311044,7332.891035542712,15462.534755343553,17262.878865323175,20411.810805162506,21106.878061758896,26843.467766273436
16657.34641991021,11542.737757248107,16526.3644485676,26754.45818089908,8981.885907015992,7097.079153260009,23738.154403243254,22633.662424314494,8972.437437298897,24114.979799884728,27908.223174564533,10735.483472843058,23559.596600122295,8526.347729301748,27206.469630818792,22865.08530260957,1341.417835723498,0.0,15648.964231824772,13575.729716811098,20399.754659732956,30514.433970448084,30453.08946392411,27122.864936084356,22873.872488449775,14899.139438957256,17249.66812890004,18778.987571645193,22849.3651314072,20101.692057255048,8917.901044161437,29906.981813608538,7044.890005250646,4848.25128582796,7532.008823256704,15359.695486121007,17407.423017489455,20449.517903296855,21209.634728463006,27008.194132773773
1245.5612505350746,5438.354849805768,1131.1034878062028,14480.360729578895,8980.151034313198,10408.109513845699,16972.154791769066,14290.819477844845,9656.498383541613,11898.098712206043,12260.272821217724,8547.80558004055,7946.123107648762,13255.308828474184,11570.742686195754,7474.700452945678,15302.014075967338,15648.964231824772,0.0,2117.8976536698874,10349.699904798206,17791.833043653845,17218.173698875005,18031.86405590892,7390.3936066792285,6225.8158199771515,1960.2479158107972,3137.991434175906,7350.491089329369,14466.046264689749,10177.570884918021,14968.18541963782,14426.306674205107,10820.539257437065,8148.040511868974,5200.827007864693,3128.0757154501657,6461.278866099121,6595.721213093706,11799.450360483848
3090.538729896995,3584.7349966640236,2958.846666255321,16075.153958217526,7493.193057420798,8335.84747269997,17614.02704327997,15116.432345275833,8220.169108351005,13421.50193259313,14338.970569113339,7423.837478429687,9985.278297416651,11823.057833142488,13673.911740863214,9378.891851929673,13198.339850300275,13575.729716811098,2117.8976536698874,0.0,11326.939911902204,19516.05265916078,19024.286119330543,19118.818755054992,9344.110989789884,5503.963168922541,3971.289949024138,5210.043014919,9312.864941843583,14787.980592036369,8242.571504164447,16733.74265618757,12815.294413838774,8735.279975168525,6119.836903488274,5552.992488498312,4783.888014745293,8225.943815074275,8529.536030263274,13891.171558361448
10950.151443799234,14723.240396808897,10942.863921648232,6519.44571438868,11418.311752961145,18245.267620845167,6883.4679787736295,4002.9631204958355,11474.846573891997,4183.476925038438,14541.540052977592,9671.884471373722,12513.116561436012,13485.724548888777,13374.01065791446,13477.538931575975,20730.273959696115,20399.754659732956,10349.699904798206,11326.939911902204,0.0,10261.347538216254,10453.214902488993,7799.020011539068,13059.61058206781,16546.27727903683,8970.858631356256,10445.43882129493,12966.191769261832,5588.671837513545,18883.167149676472,20062.751802995863,15380.408235156128,16610.73229110318,14029.973105653631,5997.965453039492,7441.7859349525925,5662.774682200946,6788.641500162862,10782.738592092506
17741.204959043967,23097.59337405987,17804.5343116005,3765.2232034426665,21556.889888928377,27486.107542085414,11430.425735395589,9829.98729383907,21677.600424795808,6416.902941237962,13523.035585584441,19853.852265613572,14755.444428528852,23721.02518211597,12578.383875856338,16353.067495355614,30740.771833020823,30514.433970448084,17791.833043653845,19516.05265916078,10261.347538216254,0.0,1392.8409422970494,7614.80149206934,15884.03464314629,23643.428199967653,15872.925863112654,16093.623425000666,15798.970634932846,13454.851640473142,27717.46834856922,19649.25502031185,25625.5438235526,26434.896300407756,23705.624448903887,15356.451161691753,14746.569290127642,11332.160688784783,11349.784748347878,9156.268109922481
17078.747969090888,22589.57923367829,17150.05203922295,3991.750437156538,21544.647263158164,27122.094698603392,12381.8014110358,10534.37448750152,21713.349383093184,6384.06909732649,12224.653770071467,19881.196117450676,13675.510961314876,23934.52005584805,11311.736993081322,15292.257388271331,30619.12036469229,30453.08946392411,17218.173698875005,19024.286119330543,10453.214902488993,1392.8409422970494,0.0,8768.804232400342,14829.099023103718,22928.889230108663,15274.259830727771,15330.406039112388,14746.807337699785,14133.276307865648,27259.213165882316,18320.385847759448,25822.152645906033,26250.219816056302,23487.02436900954,15166.96517723904,14240.398219993485,10798.976413550958,10675.207926527195,7939.143218287692
18498.88654923716,22519.444972105546,18509.427608577487,6208.831171912088,18346.49760812013,25846.641092308397,4325.165816570529,4501.653747229159,18205.948610471587,7165.2541945214325,18788.06331480701,16566.040014930793,18343.651552159856,19223.041285476993,17654.2188947681,19673.626843512393,27655.16607698264,27122.864936084356,18031.86405590892,19118.818755054992,7799.020011539068,7614.80149206934,8768.804232400342,0.0,19206.542904617323,24256.3274739196,16478.81160219912,17616.10779924711,19111.06561285687,7461.680300293161,26602.478527602554,24924.84874365732,21123.62592946116,23858.651494786627,21461.88702662648,13766.512610691729,14993.593642686106,12378.496844095098,13128.696245156778,14262.896541973363
6258.184038005531,11717.33492373105,6389.977828210409,13763.782659678378,16237.744398991785,16937.20474733008,19808.56349591245,16827.103364714305,16867.37256808252,12048.278148263662,5376.16246326254,15531.494655421948,1213.877094573795,20404.747046057542,5114.998250359889,477.1078097280562,22403.99233185034,22873.872488449775,7390.3936066792285,9344.110989789884,13059.61058206781,15884.03464314629,14829.099023103718,19206.542904617323,0.0,9967.694606748162,6373.67180628866,4338.594515520531,95.7984812072477,18460.150911564306,16141.544040256025,7796.807948717612,21710.157112366236,18025.773594675476,15463.696494355641,10824.713686063413,7248.602159744345,7397.432620733027,6310.274447349262,7199.390137342014
5942.287682273656,3834.3472369481706,5896.686842999065,20520.652980617393,11859.506533218659,7979.812048945997,23039.074297016683,20446.207792169207,12617.559586719453,18016.558179387608,15326.249206880977,12336.690651505607,11051.400511146236,15998.65756253238,15058.703757897316,9736.481584699377,14060.696870871876,14899.139438957256,6225.8158199771515,5503.963168922541,16546.27727903683,23643.428199967653,22928.889230108663,24256.3274739196,9967.694606748162,0.0,7922.97241310219,7618.668342727416,9990.659034138844,20286.48032533065,6638.139690871012,15569.264714466748,16512.052136347524,10436.858229099213,8884.003981116275,11008.26486443055,9314.577239690252,12451.355268694258,12293.822520620612,16457.907825863756
2022.942829949194,7396.13980269717,2043.7957007982625,12624.898313635598,9920.850707658929,12306.937783059986,15767.58375785626,12968.430051955896,10525.298459457745,10094.431275808081,10789.597660762822,9157.828586227091,6674.341883423171,14038.327796152404,9998.411786378165,6570.222681007302,16988.313599948844,17249.66812890004,1960.2479158107972,3971.289949024138,8970.858631356256,15872.925863112654,15274.259830727771,16478.81160219912,6373.67180628866,7922.97241310219,0.0,2124.0170627076886,6313.849332182402,13563.229763594401,12131.870310378401,14154.528772095942,15387.551893429723,12471.083809017688,9717.73552941535,4736.861259899474,1532.9173854377204,4563.571157976053,4636.155833738658,9935.758330853863
2196.9837718504687,8134.519967519532,2319.3544094780104,13156.677264521726,11899.540839480707,13298.209146968875,17323.06599919532,14435.162205800085,12532.797683227987,10833.996456130375,9130.101319276167,11232.384155676134,4811.870604257299,16082.11596560689,8475.483408986647,4491.698542201776,18405.940397025504,18778.987571645193,3137.991434175906,5210.043014919,10445.43882129493,16093.623425000666,15330.406039112388,17616.10779924711,4338.594515520531,7618.668342727416,2124.0170627076886,0.0,4288.098443870768,15367.634364059191,12826.732649545973,12073.358575729195,17371.791540429647,13943.347849760346,11285.68320371675,6824.91215815112,3361.4268079521125,5263.121378814504,4804.781993945479,9060.167416393724
6225.157755673174,11710.104747400566,6356.980107715835,13671.369448601383,16185.757243882092,16931.460896115157,19713.684449054075,16732.133693916974,16813.331281848536,11952.986546603312,5363.920433422044,15471.489268840422,1152.0934597952746,20347.623250981276,5082.351621056786,569.5751249107162,22384.667309078628,22849.3651314072,7350.491089329369,9312.864941843583,12966.191769261832,15798.970634932846,14746.807337699785,19111.06561285687,95.7984812072477,9990.659034138844,6313.849332182402,4288.098443870768,0.0,18369.095389068818,16146.121221254278,7864.1858606458045,21658.305152692574,18001.141309898634,15432.694804969315,10751.314212533338,7175.910851762064,7304.209578276366,6215.457244593659,7129.504775555324
15351.7260653829,17654.510645476144,15309.802224904744,10266.915687291905,11751.79825522576,19921.439773391452,3636.739430599239,3625.529742283501,11445.651553279744,8908.067002522288,20121.227672731115,10059.878588172305,18003.53373830117,11906.023580963976,18950.625958684028,18854.592554096733,20770.971758922966,20101.692057255048,14466.046264689749,14787.980592036369,5588.671837513545,13454.851640473142,14133.276307865648,7461.680300293161,18460.150911564306,20286.48032533065,13563.229763594401,15367.634364059191,18369.095389068818,0.0,21027.82217668862,25630.273663128955,13775.666125291684,17384.323868745483,15344.476689028648,9316.2184686971,12073.885292053692,11106.439735461527,12292.183261114706,16234.239754551634
10674.508141031212,4743.351701855149,10567.031932498403,24202.758490127566,9892.318008051172,1948.9124913506273,24356.33140308759,22289.19992812182,10508.472550147373,21513.063415053977,21500.589520954672,11233.26511309545,17097.64607326571,12923.563423005015,21068.50404178993,15991.306415942927,7855.6671606710715,8917.901044161437,10177.570884918021,8242.571504164447,18883.167149676472,27717.46834856922,27259.213165882316,26602.478527602554,16141.544040256025,6638.139690871012,12131.870310378401,12826.732649545973,16146.121221254278,21027.82217668862,0.0,22202.647928559534,12684.537832820637,5553.176076687795,5964.492254177834,12890.873034116787,13022.406026128476,16464.848071422588,16750.29573183611,21864.283483938663
13754.931573546199,18392.76414773125,13882.56922844347,18841.63088553706,23929.723209368432,23397.70022235294,26415.90601670911,23465.202316125742,24583.52924820704,17974.7425335619,6198.322931152251,23304.180414919654,7814.141378813432,28150.215416062863,7286.095561169572,7585.631956350795,29270.478412344222,29906.981813608538,14968.18541963782,16733.74265618757,20062.751802995863,19649.25502031185,18320.385847759448,24924.84874365732,7796.807948717612,15569.264714466748,14154.528772095942,12073.358575729195,7864.1858606458045,25630.273663128955,22202.647928559534,0.0,29390.184216165326,25111.943507576452,22754.120843327557,18598.855874274377,15030.178656846076,14594.127573232494,13370.500981535894,10754.560929840645
15652.41801229734,12677.719030061628,15527.441506877547,21898.80336019321,5472.58349486259,10803.591092894567,17369.322872991383,16762.271328690833,4872.154807709561,19467.1350292609,26021.9953675988,6475.0017988484005,22059.80369178836,1920.9298051284482,25103.896663899268,21848.74350261336,8112.537804279707,7044.890005250646,14426.306674205107,12815.294413838774,15380.408235156128,25625.5438235526,25822.152645906033,21123.62592946116,21710.157112366236,16512.052136347524,15387.551893429723,17371.791540429647,21658.305152692574,13775.666125291684,12684.537832820637,29390.184216165326,0.0,7152.888816939668,7646.7826389564825,11821.836003860826,14915.017509340769,17163.63273586255,18202.121901906256,24032.08187423967
11812.150351534292,6844.676528275849,11681.365220477903,22713.64163707513,5632.531078114413,3651.3302242708387,20942.663142574722,19371.805591137807,5997.363036126796,20021.016480196908,23073.385368974134,7357.350755806553,18715.32491788797,7591.438014613805,22388.861002266236,18019.228020303643,4527.593621311044,4848.25128582796,10820.539257437065,8735.279975168525,16610.73229110318,26434.896300407756,26250.219816056302,23858.651494786627,18025.773594675476,10436.858229099213,12471.083809017688,13943.347849760346,18001.141309898634,17384.323868745483,5553.176076687795,25111.943507576452,7152.888816939668,0.0,2814.991577190474,11087.639832787208,12738.069731326665,15915.777920911285,16587.8426154787,22315.877971544327
9209.254605009311,5055.543632811355,9077.461095809116,20004.25692591994,3927.829271160785,4593.651181309782,18804.705158523233,17014.57253135622,4556.58857904677,17301.662514050935,20403.7094159,5348.349380097825,16087.961779522071,7359.653430879531,19682.253675310218,15491.497376672765,7332.891035542712,7532.008823256704,8148.040511868974,6119.836903488274,14029.973105653631,23705.624448903887,23487.02436900954,21461.88702662648,15463.696494355641,8884.003981116275,9717.73552941535,11285.68320371675,15432.694804969315,15344.476689028648,5964.492254177834,22754.120843327557,7646.7826389564825,2814.991577190474,0.0,8349.747578656761,9930.675463371124,13102.142668852575,13775.087247442378,19518.376146629176
6207.38411982808,8776.56621414851,6144.055128598775,11658.062593344099,6705.5439581288165,12328.553086166285,12061.1993835902,9613.054400900855,7080.857618850059,8952.834099873211,14412.26675546379,5349.814482858213,10848.539090883287,10193.93204636836,13420.491828570042,11095.756106646837,15462.534755343553,15359.695486121007,5200.827007864693,5552.992488498312,5997.965453039492,15356.451161691753,15166.96517723904,13766.512610691729,10824.713686063413,11008.26486443055,4736.861259899474,6824.91215815112,10751.314212533338,9316.2184686971,12890.873034116787,18598.855874274377,11821.836003860826,11087.639832787208,8349.747578656761,0.0,3577.1994896185565,5356.3303791862,6382.378199128368,12216.771817264193
3518.0477641333296,8355.454377657818,3520.4945071284164,11371.365807109782,9519.064681699347,12994.690573373424,14235.290536443163,11437.29227534781,10049.728939802824,8772.611037740297,11107.44163424818,8515.276524147577,7317.785307616847,13436.5681460449,10199.244675204673,7519.202827909096,17262.878865323175,17407.423017489455,3128.0757154501657,4783.888014745293,7441.7859349525925,14746.569290127642,14240.398219993485,14993.593642686106,7248.602159744345,9314.577239690252,1532.9173854377204,3361.4268079521125,7175.910851762064,12073.885292053692,13022.406026128476,15030.178656846076,14915.017509340769,12738.069731326665,9930.675463371124,3577.1994896185565,0.0,3442.5765441321146,3872.067953520193,9600.821697981693
6509.118730928352,11791.82271660991,6556.461833157123,8070.320136473457,12036.806392215003,16402.51932096746,12461.592101371194,9494.923411966334,12435.425080634179,5607.717633469858,9543.837707725874,10700.644957562849,6897.550380671789,15492.327239587772,8449.883667841299,7814.965623187187,20411.810805162506,20449.517903296855,6461.278866099121,8225.943815074275,5662.774682200946,11332.160688784783,10798.976413550958,12378.496844095098,7397.432620733027,12451.355268694258,4563.571157976053,5263.121378814504,7304.209578276366,11106.439735461527,16464.848071422588,14594.127573232494,17163.63273586255,15915.777920911285,13102.142668852575,5356.3303791862,3442.5765441321146,0.0,1244.696522750236,6868.928265872703
6405.192817690431,12024.396316634506,6475.105154368544,8354.951486037198,12985.569367271808,16827.905062251473,13498.357392489937,10517.428960185112,13423.146554584842,6119.914909792876,8311.100659655016,11727.551718265566,5725.233815184183,16568.972218207142,7228.270948990944,6746.557957946402,21106.878061758896,21209.634728463006,6595.721213093706,8529.536030263274,6788.641500162862,11349.784748347878,10675.207926527195,13128.696245156778,6310.274447349262,12293.822520620612,4636.155833738658,4804.781993945479,6215.457244593659,12292.183261114706,16750.29573183611,13370.500981535894,18202.121901906256,16587.8426154787,13775.087247442378,6382.378199128368,3872.067953520193,1244.696522750236,0.0,5875.285671397973
11189.777918175778,17139.630645838417,11297.709272681148,8108.932444945005,18858.34043336048,22206.944750905754,16248.612161716388,13438.336839162614,19284.615800391188,7647.363454638711,4560.16149696589,17565.69334988271,5991.507083864761,22356.627470698837,3490.5816920735356,7630.03041478405,26843.467766273436,27008.194132773773,11799.450360483848,13891.171558361448,10782.738592092506,9156.268109922481,7939.143218287692,14262.896541973363,7199.390137342014,16457.907825863756,9935.758330853863,9060.167416393724,7129.504775555324,16234.239754551634,21864.283483938663,10754.560929840645,24032.08187423967,22315.877971544327,19518.376146629176,12216.771817264193,9600.821697981693,6868.928265872703,5875.285671397973,0.0
