교육지원청,"정보공시 학교코드",학교명,지역,학급수(계),학생수(계),"특수학급 학급수","특수학급 학생수",학교급코드,학교구분,공시연도
서울특별시강남서초교육지원청,S010000760,서울서래초등학교,서초구,47,1337,2,14,2,초,2023
교육부,S000003511,서울교육대학교부설초등학교,서초구,28,610,1,4,2,초,2023
교육부,S000003563,서울대학교사범대학부설초등학교,종로구,31,595,1,7,2,초,2023
서울특별시강남서초교육지원청,S010000739,서울개포초등학교,강남구,42,649,2,3,2,초,2023
서울특별시강남서초교육지원청,S010000741,서울구룡초등학교,강남구,34,737,2,11,2,초,2023
서울특별시강남서초교육지원청,S010000742,서울논현초등학교,강남구,15,248,2,12,2,초,2023
서울특별시강남서초교육지원청,S010000743,서울대곡초등학교,강남구,48,1175,1,2,2,초,2023
서울특별시강남서초교육지원청,S010000745,서울대모초등학교,강남구,32,849,1,2,2,초,2023
서울특별시강남서초교육지원청,S010000746,서울대왕초등학교,강남구,28,562,2,6,2,초,2023
서울특별시강남서초교육지원청,S010000747,서울대진초등학교,강남구,17,265,2,3,2,초,2023
서울특별시강남서초교육지원청,S010000748,서울대청초등학교,강남구,13,105,2,7,2,초,2023
서울특별시강남서초교육지원청,S010000750,서울대현초등학교,강남구,34,842,2,6,2,초,2023
서울특별시강남서초교육지원청,S010000751,서울도곡초등학교,강남구,38,879,2,9,2,초,2023
서울특별시강남서초교육지원청,S010000752,서울도성초등학교,강남구,58,1805,1,3,2,초,2023
서울특별시강남서초교육지원청,S010000755,서울방배초등학교,서초구,35,795,2,9,2,초,2023
서울특별시강남서초교육지원청,S010000756,서울방일초등학교,서초구,38,967,1,6,2,초,2023
서울특별시강남서초교육지원청,S010000759,서울삼릉초등학교,강남구,24,536,1,1,2,초,2023
서울특별시강남서초교육지원청,S010000761,서울서원초등학교,서초구,53,1513,2,12,2,초,2023
서울특별시강남서초교육지원청,S010000763,서울서일초등학교,서초구,24,498,1,5,2,초,2023
서울특별시강남서초교육지원청,S010000764,서울서초초등학교,서초구,37,1027,1,5,2,초,2023
서울특별시강남서초교육지원청,S010000765,서울수서초등학교,강남구,14,142,2,7,2,초,2023
서울특별시강남서초교육지원청,S010000766,서울신구초등학교,강남구,23,466,2,10,2,초,2023
서울특별시강남서초교육지원청,S010000768,서울신중초등학교,서초구,37,833,1,5,2,초,2023
서울특별시강남서초교육지원청,S010000770,서울양재초등학교,서초구,27,533,2,9,2,초,2023
서울특별시강남서초교육지원청,S010000771,서울양전초등학교,강남구,22,402,1,7,2,초,2023
서울특별시강남서초교육지원청,S010000772,서울언남초등학교,서초구,48,1063,3,13,2,초,2023
서울특별시강남서초교육지원청,S010000773,서울언북초등학교,강남구,61,1659,2,10,2,초,2023
서울특별시강남서초교육지원청,S010000774,서울언주초등학교,강남구,53,1481,2,12,2,초,2023
서울특별시강남서초교육지원청,S010000775,서울역삼초등학교,강남구,19,326,2,9,2,초,2023
서울특별시강남서초교육지원청,S010000776,서울영희초등학교,강남구,16,306,2,13,2,초,2023
서울특별시강남서초교육지원청,S010000777,서울왕북초등학교,강남구,35,846,2,8,2,초,2023
서울특별시강남서초교육지원청,S010000778,서울우암초등학교,서초구,15,252,2,8,2,초,2023
서울특별시강남서초교육지원청,S010000780,서울원촌초등학교,서초구,44,1058,2,10,2,초,2023
서울특별시강남서초교육지원청,S010000781,서울이수초등학교,서초구,27,565,2,10,2,초,2023
서울특별시강남서초교육지원청,S010000782,서울일원초등학교,강남구,44,1261,1,3,2,초,2023
서울특별시강남서초교육지원청,S010000785,서울포이초등학교,강남구,25,488,1,6,2,초,2023
서울특별시강동송파교육지원청,S010000897,서울가동초등학교,송파구,36,795,1,1,2,초,2023
서울특별시강동송파교육지원청,S010000898,서울가락초등학교,송파구,52,1208,1,6,2,초,2023
서울특별시강동송파교육지원청,S010000901,서울강덕초등학교,강동구,49,1163,1,4,2,초,2023
서울특별시강동송파교육지원청,S010000902,서울강동초등학교,강동구,28,540,2,9,2,초,2023
서울특별시강동송파교육지원청,S010000903,서울강일초등학교,강동구,34,690,2,3,2,초,2023
서울특별시강동송파교육지원청,S010000904,서울거여초등학교,송파구,33,685,2,13,2,초,2023
서울특별시강동송파교육지원청,S010000905,서울거원초등학교,송파구,34,636,2,10,2,초,2023
서울특별시강동송파교육지원청,S010000906,서울고덕초등학교,강동구,25,464,2,8,2,초,2023
서울특별시강동송파교육지원청,S010000908,서울고일초등학교,강동구,68,1846,1,5,2,초,2023
서울특별시강동송파교육지원청,S010000909,서울길동초등학교,강동구,37,762,2,12,2,초,2023
서울특별시강동송파교육지원청,S010000910,서울남천초등학교,송파구,19,329,2,5,2,초,2023
서울특별시강동송파교육지원청,S010000911,서울대명초등학교,강동구,36,768,1,5,2,초,2023
서울특별시강동송파교육지원청,S010000913,서울마천초등학교,송파구,41,807,2,11,2,초,2023
서울특별시강동송파교육지원청,S010000914,서울명덕초등학교,강동구,58,1802,1,8,2,초,2023
서울특별시강동송파교육지원청,S010000915,서울명원초등학교,강동구,31,749,1,7,2,초,2023
서울특별시강동송파교육지원청,S010000916,서울명일초등학교,강동구,48,1018,2,11,2,초,2023
서울특별시강동송파교육지원청,S010000917,서울묘곡초등학교,강동구,63,1452,1,2,2,초,2023
서울특별시강동송파교육지원청,S010000918,서울문덕초등학교,송파구,28,563,1,5,2,초,2023
서울특별시강동송파교육지원청,S010000919,서울문정초등학교,송파구,34,720,2,6,2,초,2023
서울특별시강동송파교육지원청,S010000921,서울방이초등학교,송파구,27,547,2,8,2,초,2023
서울특별시강동송파교육지원청,S010000922,서울삼전초등학교,송파구,37,696,3,16,2,초,2023
서울특별시강동송파교육지원청,S010000923,서울상일초등학교,강동구,12,168,1,2,2,초,2023
서울특별시강동송파교육지원청,S010000924,서울석촌초등학교,송파구,36,693,3,14,2,초,2023
서울특별시강동송파교육지원청,S010000925,서울선린초등학교,강동구,23,423,1,3,2,초,2023
서울특별시강동송파교육지원청,S010000927,서울성내초등학교,강동구,40,814,2,13,2,초,2023
서울특별시강동송파교육지원청,S010000928,서울성일초등학교,강동구,51,1049,2,6,2,초,2023
서울특별시강동송파교육지원청,S010000929,서울세륜초등학교,송파구,30,603,2,13,2,초,2023
서울특별시강동송파교육지원청,S010000931,서울송파초등학교,송파구,26,548,1,2,2,초,2023
서울특별시강동송파교육지원청,S010000932,서울신가초등학교,송파구,33,668,1,7,2,초,2023
서울특별시강동송파교육지원청,S010000933,서울신명초등학교,강동구,23,419,1,1,2,초,2023
서울특별시강동송파교육지원청,S010000934,서울신암초등학교,강동구,36,716,2,10,2,초,2023
서울특별시강동송파교육지원청,S010000935,서울신천초등학교,송파구,25,411,2,11,2,초,2023
서울특별시강동송파교육지원청,S010000937,서울영풍초등학교,송파구,33,670,2,9,2,초,2023
서울특별시강동송파교육지원청,S010000938,서울오금초등학교,송파구,32,660,1,4,2,초,2023
서울특별시강동송파교육지원청,S010000943,서울잠실초등학교,송파구,42,1013,1,9,2,초,2023
서울특별시강동송파교육지원청,S010000944,서울잠일초등학교,송파구,58,1676,1,6,2,초,2023
서울특별시강동송파교육지원청,S010000945,서울잠전초등학교,송파구,26,516,2,8,2,초,2023
서울특별시강동송파교육지원청,S010000946,서울중대초등학교,송파구,46,1008,1,4,2,초,2023
서울특별시강동송파교육지원청,S010000947,서울천동초등학교,강동구,38,770,2,10,2,초,2023
서울특별시강동송파교육지원청,S010000948,서울천일초등학교,강동구,18,278,2,5,2,초,2023
서울특별시강동송파교육지원청,S010000949,서울천호초등학교,강동구,34,667,2,8,2,초,2023
서울특별시강동송파교육지원청,S010000950,서울토성초등학교,송파구,34,698,1,5,2,초,2023
서울특별시강동송파교육지원청,S010000951,서울평화초등학교,송파구,13,175,1,4,2,초,2023
서울특별시강동송파교육지원청,S010000952,서울풍납초등학교,송파구,20,347,2,6,2,초,2023
서울특별시강동송파교육지원청,S010000953,서울풍성초등학교,송파구,16,291,1,2,2,초,2023
서울특별시강동송파교육지원청,S010000954,서울한산초등학교,강동구,35,718,1,4,2,초,2023
서울특별시강서양천교육지원청,S010001005,서울가양초등학교,강서구,16,207,2,8,2,초,2023
서울특별시강서양천교육지원청,S010001007,서울강서초등학교,양천구,48,948,3,17,2,초,2023
서울특별시강서양천교육지원청,S010001008,서울강신초등학교,양천구,35,742,1,4,2,초,2023
서울특별시강서양천교육지원청,S010001009,서울강월초등학교,양천구,29,479,1,6,2,초,2023
서울특별시강서양천교육지원청,S010001010,서울개화초등학교,강서구,10,89,2,4,2,초,2023
서울특별시강서양천교육지원청,S010001012,서울계남초등학교,양천구,34,717,1,6,2,초,2023
서울특별시강서양천교육지원청,S010001013,서울공진초등학교,강서구,67,1937,2,9,2,초,2023
서울특별시강서양천교육지원청,S010001014,서울공항초등학교,강서구,58,1550,3,16,2,초,2023
서울특별시강서양천교육지원청,S010001015,서울남명초등학교,양천구,26,549,2,10,2,초,2023
서울특별시강서양천교육지원청,S010001016,서울내발산초등학교,강서구,51,1292,2,11,2,초,2023
서울특별시강서양천교육지원청,S010001017,서울등명초등학교,강서구,9,105,1,5,2,초,2023
서울특별시강서양천교육지원청,S010001018,서울등서초등학교,강서구,19,274,1,6,2,초,2023
서울특별시강서양천교육지원청,S010001019,서울등양초등학교,강서구,12,164,1,4,2,초,2023
서울특별시강서양천교육지원청,S010001020,서울등원초등학교,강서구,13,160,2,9,2,초,2023
서울특별시강서양천교육지원청,S010001021,서울등촌초등학교,강서구,24,462,1,3,2,초,2023
서울특별시강서양천교육지원청,S010001023,서울목동초등학교,양천구,51,1343,2,12,2,초,2023
서울특별시강서양천교육지원청,S010001025,서울발산초등학교,강서구,47,1032,2,7,2,초,2023
서울특별시강서양천교육지원청,S010001026,서울방화초등학교,강서구,26,522,1,4,2,초,2023
서울특별시강서양천교육지원청,S010001027,서울백석초등학교,강서구,27,500,1,6,2,초,2023
서울특별시강서양천교육지원청,S010001028,서울삼정초등학교,강서구,13,223,1,4,2,초,2023
서울특별시강서양천교육지원청,S010001029,서울서정초등학교,양천구,35,807,1,6,2,초,2023
서울특별시강서양천교육지원청,S010001030,서울송정초등학교,강서구,38,720,2,11,2,초,2023
서울특별시강서양천교육지원청,S010001031,서울송화초등학교,강서구,54,1224,1,8,2,초,2023
서울특별시강서양천교육지원청,S010001032,서울신강초등학교,양천구,22,400,2,7,2,초,2023
서울특별시강서양천교육지원청,S010001033,서울신곡초등학교,강서구,31,623,2,9,2,초,2023
서울특별시강서양천교육지원청,S010001034,서울신남초등학교,양천구,40,960,2,10,2,초,2023
서울특별시강서양천교육지원청,S010001035,서울신목초등학교,양천구,40,957,2,15,2,초,2023
서울특별시강서양천교육지원청,S010001037,서울신원초등학교,양천구,23,415,2,12,2,초,2023
서울특별시강서양천교육지원청,S010001038,서울신월초등학교,강서구,32,604,2,11,2,초,2023
서울특별시강서양천교육지원청,S010001039,서울신정초등학교,강서구,67,1321,3,14,2,초,2023
서울특별시강서양천교육지원청,S010001040,서울양강초등학교,양천구,25,508,1,8,2,초,2023
서울특별시강서양천교육지원청,S010001041,서울양동초등학교,양천구,20,339,2,8,2,초,2023
서울특별시강서양천교육지원청,S010001042,서울양명초등학교,양천구,27,588,1,6,2,초,2023
서울특별시강서양천교육지원청,S010001043,서울양목초등학교,양천구,35,616,2,8,2,초,2023
서울특별시강서양천교육지원청,S010001044,서울양원초등학교,양천구,15,238,2,5,2,초,2023
서울특별시강서양천교육지원청,S010001046,서울양화초등학교,양천구,31,626,2,8,2,초,2023
서울특별시강서양천교육지원청,S010001048,서울염동초등학교,강서구,39,924,1,7,2,초,2023
서울특별시강서양천교육지원청,S010001049,서울염창초등학교,강서구,40,864,2,9,2,초,2023
서울특별시강서양천교육지원청,S010001052,서울월정초등학교,강서구,43,854,2,14,2,초,2023
서울특별시강서양천교육지원청,S010001054,서울은정초등학교,양천구,19,309,2,10,2,초,2023
서울특별시강서양천교육지원청,S010001055,서울정곡초등학교,강서구,14,152,2,4,2,초,2023
서울특별시강서양천교육지원청,S010001056,서울정목초등학교,양천구,43,893,1,6,2,초,2023
서울특별시강서양천교육지원청,S010001057,서울지향초등학교,양천구,31,663,1,7,2,초,2023
서울특별시강서양천교육지원청,S010001058,서울치현초등학교,강서구,30,535,1,6,2,초,2023
서울특별시강서양천교육지원청,S010001059,서울탑산초등학교,강서구,25,466,2,12,2,초,2023
서울특별시강서양천교육지원청,S010001060,서울화곡초등학교,강서구,41,800,2,12,2,초,2023
서울특별시남부교육지원청,S010001199,서울개명초등학교,구로구,17,315,1,5,2,초,2023
서울특별시남부교육지원청,S010001200,서울개봉초등학교,구로구,46,974,2,9,2,초,2023
서울특별시남부교육지원청,S010001201,서울개웅초등학교,구로구,26,490,2,10,2,초,2023
서울특별시남부교육지원청,S010001202,서울고산초등학교,구로구,21,401,1,6,2,초,2023
서울특별시남부교육지원청,S010001203,서울고척초등학교,구로구,30,478,2,6,2,초,2023
서울특별시남부교육지원청,S010001204,서울구로남초등학교,구로구,26,451,2,7,2,초,2023
서울특별시남부교육지원청,S010001205,서울구로초등학교,구로구,24,429,2,10,2,초,2023
서울특별시남부교육지원청,S010001206,서울구일초등학교,구로구,49,1078,2,9,2,초,2023
서울특별시남부교육지원청,S010001208,서울금천초등학교,금천구,12,143,1,2,2,초,2023
서울특별시남부교육지원청,S010001209,서울당산초등학교,영등포구,18,333,1,5,2,초,2023
서울특별시남부교육지원청,S010001211,서울당중초등학교,영등포구,28,576,2,9,2,초,2023
서울특별시남부교육지원청,S010001212,서울대길초등학교,영등포구,23,436,2,7,2,초,2023
서울특별시남부교육지원청,S010001213,서울대동초등학교,영등포구,23,349,2,4,2,초,2023
서울특별시남부교육지원청,S010001214,서울대방초등학교,영등포구,57,1339,2,8,2,초,2023
서울특별시남부교육지원청,S010001215,서울대영초등학교,영등포구,43,1017,2,9,2,초,2023
서울특별시남부교육지원청,S010001217,서울도림초등학교,영등포구,22,379,2,6,2,초,2023
서울특별시남부교육지원청,S010001218,서울도신초등학교,영등포구,14,221,1,5,2,초,2023
서울특별시남부교육지원청,S010001219,서울독산초등학교,금천구,29,520,4,15,2,초,2023
서울특별시남부교육지원청,S010001220,서울동구로초등학교,구로구,21,358,2,6,2,초,2023
서울특별시남부교육지원청,S010001221,서울두산초등학교,금천구,28,569,2,10,2,초,2023
서울특별시남부교육지원청,S010001222,서울매봉초등학교,구로구,14,244,2,8,2,초,2023
서울특별시남부교육지원청,S010001223,서울문교초등학교,금천구,14,256,1,6,2,초,2023
서울특별시남부교육지원청,S010001224,서울문래초등학교,영등포구,45,1126,1,10,2,초,2023
서울특별시남부교육지원청,S010001225,서울문백초등학교,금천구,31,591,2,8,2,초,2023
서울특별시남부교육지원청,S010001226,서울문성초등학교,금천구,24,388,3,5,2,초,2023
서울특별시남부교육지원청,S010001228,서울백산초등학교,금천구,16,244,2,6,2,초,2023
서울특별시남부교육지원청,S010001229,서울세곡초등학교,구로구,25,476,2,8,2,초,2023
서울특별시남부교육지원청,S010001230,서울시흥초등학교,금천구,26,467,3,16,2,초,2023
서울특별시남부교육지원청,S010001231,서울신구로초등학교,구로구,24,457,2,10,2,초,2023
서울특별시남부교육지원청,S010001232,서울신대림초등학교,영등포구,22,377,1,3,2,초,2023
서울특별시남부교육지원청,S010001233,서울신도림초등학교,구로구,46,1282,2,11,2,초,2023
서울특별시남부교육지원청,S010001235,서울신영초등학교,영등포구,27,478,2,8,2,초,2023
서울특별시남부교육지원청,S010001236,서울신흥초등학교,금천구,26,514,2,10,2,초,2023
서울특별시남부교육지원청,S010001237,서울안천초등학교,금천구,14,211,2,6,2,초,2023
서울특별시남부교육지원청,S010001238,서울여의도초등학교,영등포구,45,956,2,12,2,초,2023
서울특별시남부교육지원청,S010001239,서울영남초등학교,금천구,15,223,1,3,2,초,2023
서울특별시남부교육지원청,S010001240,서울영동초등학교,영등포구,21,402,2,10,2,초,2023
서울특별시남부교육지원청,S010001241,서울영등포초등학교,영등포구,16,275,2,6,2,초,2023
서울특별시남부교육지원청,S010001243,서울영서초등학교,구로구,32,637,2,5,2,초,2023
서울특별시남부교육지원청,S010001244,서울영신초등학교,영등포구,43,886,2,8,2,초,2023
서울특별시남부교육지원청,S010001245,서울영원초등학교,영등포구,27,546,1,2,2,초,2023
서울특별시남부교육지원청,S010001246,서울영일초등학교,구로구,18,286,2,8,2,초,2023
서울특별시남부교육지원청,S010001247,서울영중초등학교,영등포구,23,437,2,5,2,초,2023
서울특별시남부교육지원청,S010001248,서울오류남초등학교,구로구,33,674,2,12,2,초,2023
서울특별시남부교육지원청,S010001249,서울오류초등학교,구로구,31,637,2,8,2,초,2023
서울특별시남부교육지원청,S010001250,서울오정초등학교,구로구,19,336,1,4,2,초,2023
서울특별시남부교육지원청,S010001251,서울온수초등학교,구로구,39,812,2,10,2,초,2023
서울특별시남부교육지원청,S010001252,서울우신초등학교,영등포구,15,234,2,6,2,초,2023
서울특별시남부교육지원청,S010001254,서울정심초등학교,금천구,18,304,2,14,2,초,2023
서울특별시남부교육지원청,S010001255,서울탑동초등학교,금천구,24,469,2,15,2,초,2023
서울특별시동부교육지원청,S010001397,서울군자초등학교,동대문구,18,300,2,14,2,초,2023
서울특별시동부교육지원청,S010001398,서울답십리초등학교,동대문구,43,892,2,7,2,초,2023
서울특별시동부교육지원청,S010001400,서울동원초등학교,중랑구,21,366,2,11,2,초,2023
서울특별시동부교육지원청,S010001401,서울망우초등학교,중랑구,17,326,1,4,2,초,2023
서울특별시동부교육지원청,S010001402,서울면남초등학교,중랑구,18,316,2,9,2,초,2023
서울특별시동부교육지원청,S010001403,서울면동초등학교,중랑구,47,1039,2,8,2,초,2023
서울특별시동부교육지원청,S010001404,서울면목초등학교,중랑구,29,551,2,6,2,초,2023
서울특별시동부교육지원청,S010001405,서울면북초등학교,중랑구,9,119,1,7,2,초,2023
서울특별시동부교육지원청,S010001406,서울면일초등학교,중랑구,31,619,2,11,2,초,2023
서울특별시동부교육지원청,S010001407,서울면중초등학교,중랑구,16,320,1,5,2,초,2023
서울특별시동부교육지원청,S010001408,서울묵동초등학교,중랑구,22,405,2,7,2,초,2023
서울특별시동부교육지원청,S010001409,서울배봉초등학교,동대문구,22,445,2,6,2,초,2023
서울특별시동부교육지원청,S010001410,서울봉화초등학교,중랑구,26,496,3,10,2,초,2023
서울특별시동부교육지원청,S010001411,서울상봉초등학교,중랑구,29,578,2,12,2,초,2023
서울특별시동부교육지원청,S010001412,서울신내초등학교,중랑구,32,656,2,6,2,초,2023
서울특별시동부교육지원청,S010001413,서울신답초등학교,동대문구,29,509,2,6,2,초,2023
서울특별시동부교육지원청,S010001414,서울신묵초등학교,중랑구,18,356,1,6,2,초,2023
서울특별시동부교육지원청,S010001415,서울신현초등학교,중랑구,22,445,1,4,2,초,2023
서울특별시동부교육지원청,S010001416,서울안평초등학교,동대문구,44,1024,1,11,2,초,2023
서울특별시동부교육지원청,S010001417,서울용두초등학교,동대문구,20,422,1,4,2,초,2023
서울특별시동부교육지원청,S010001418,서울원묵초등학교,중랑구,46,1028,1,7,2,초,2023
서울특별시동부교육지원청,S010001419,서울이문초등학교,동대문구,36,751,3,16,2,초,2023
서울특별시동부교육지원청,S010001420,서울장평초등학교,동대문구,46,1099,2,13,2,초,2023
서울특별시동부교육지원청,S010001421,서울전곡초등학교,동대문구,17,290,2,6,2,초,2023
서울특별시동부교육지원청,S010001422,서울전농초등학교,동대문구,50,1052,2,7,2,초,2023
서울특별시동부교육지원청,S010001423,서울전동초등학교,동대문구,32,657,2,13,2,초,2023
서울특별시동부교육지원청,S010001424,서울종암초등학교,동대문구,24,522,1,4,2,초,2023
서울특별시동부교육지원청,S010001425,서울중곡초등학교,중랑구,38,824,2,10,2,초,2023
서울특별시동부교육지원청,S010001426,서울중랑초등학교,중랑구,32,665,2,10,2,초,2023
서울특별시동부교육지원청,S010001427,서울중목초등학교,중랑구,20,386,2,7,2,초,2023
서울특별시동부교육지원청,S010001428,서울중화초등학교,중랑구,49,1121,2,10,2,초,2023
서울특별시동부교육지원청,S010001429,서울중흥초등학교,중랑구,16,213,3,13,2,초,2023
서울특별시동부교육지원청,S010001430,서울청량초등학교,동대문구,30,598,2,5,2,초,2023
서울특별시동부교육지원청,S010001431,서울홍릉초등학교,동대문구,17,335,1,4,2,초,2023
서울특별시동부교육지원청,S010001432,서울홍파초등학교,동대문구,15,227,2,8,2,초,2023
서울특별시동부교육지원청,S010001433,서울휘경초등학교,동대문구,16,284,2,9,2,초,2023
서울특별시동작관악교육지원청,S010001576,서울강남초등학교,동작구,37,778,2,11,2,초,2023
서울특별시동작관악교육지원청,S010001577,서울관악초등학교,관악구,30,554,3,16,2,초,2023
서울특별시동작관악교육지원청,S010001578,서울구암초등학교,관악구,59,1365,2,9,2,초,2023
서울특별시동작관악교육지원청,S010001579,서울난곡초등학교,관악구,18,314,2,10,2,초,2023
서울특별시동작관악교육지원청,S010001580,서울난우초등학교,관악구,33,660,2,11,2,초,2023
서울특별시동작관악교육지원청,S010001581,서울난향초등학교,관악구,36,742,2,11,2,초,2023
서울특별시동작관악교육지원청,S010001582,서울남부초등학교,관악구,24,471,2,12,2,초,2023
서울특별시동작관악교육지원청,S010001583,서울남사초등학교,동작구,25,502,1,6,2,초,2023
서울특별시동작관악교육지원청,S010001584,서울남성초등학교,동작구,27,503,2,9,2,초,2023
서울특별시동작관악교육지원청,S010001585,서울노량진초등학교,동작구,14,208,2,9,2,초,2023
서울특별시동작관악교육지원청,S010001586,서울당곡초등학교,관악구,30,599,2,6,2,초,2023
서울특별시동작관악교육지원청,S010001587,서울대림초등학교,동작구,49,1029,1,5,2,초,2023
서울특별시동작관악교육지원청,S010001588,서울동작초등학교,동작구,26,550,1,6,2,초,2023
서울특별시동작관악교육지원청,S010001589,서울문창초등학교,동작구,24,411,2,10,2,초,2023
서울특별시동작관악교육지원청,S010001590,서울미성초등학교,관악구,34,682,2,6,2,초,2023
서울특별시동작관악교육지원청,S010001591,서울본동초등학교,동작구,9,117,1,3,2,초,2023
서울특별시동작관악교육지원청,S010001592,서울봉천초등학교,관악구,35,687,2,10,2,초,2023
서울특별시동작관악교육지원청,S010001593,서울사당초등학교,관악구,30,551,2,15,2,초,2023
서울특별시동작관악교육지원청,S010001594,서울삼성초등학교,관악구,18,349,1,8,2,초,2023
서울특별시동작관악교육지원청,S010001595,서울상도초등학교,동작구,41,798,2,9,2,초,2023
서울특별시동작관악교육지원청,S010001596,서울신길초등학교,동작구,45,966,2,7,2,초,2023
서울특별시동작관악교육지원청,S010001597,서울신남성초등학교,동작구,25,497,1,5,2,초,2023
서울특별시동작관악교육지원청,S010001598,서울신림초등학교,관악구,27,528,2,5,2,초,2023
서울특별시동작관악교육지원청,S010001599,서울신봉초등학교,관악구,16,267,2,10,2,초,2023
서울특별시동작관악교육지원청,S010001600,서울신상도초등학교,동작구,58,1442,2,14,2,초,2023
서울특별시동작관악교육지원청,S010001601,서울신성초등학교,관악구,26,499,2,8,2,초,2023
서울특별시동작관악교육지원청,S010001602,서울신우초등학교,관악구,17,291,1,4,2,초,2023
서울특별시동작관악교육지원청,S010001603,서울영본초등학교,동작구,37,767,1,5,2,초,2023
서울특별시동작관악교육지원청,S010001604,서울영화초등학교,동작구,21,421,2,11,2,초,2023
서울특별시동작관악교육지원청,S010001605,서울원당초등학교,관악구,14,170,2,11,2,초,2023
서울특별시동작관악교육지원청,S010001606,서울원신초등학교,관악구,14,177,3,12,2,초,2023
서울특별시동작관악교육지원청,S010001607,서울은로초등학교,동작구,40,847,2,6,2,초,2023
서울특별시동작관악교육지원청,S010001608,서울은천초등학교,관악구,45,917,3,22,2,초,2023
서울특별시동작관악교육지원청,S010001610,서울청룡초등학교,관악구,19,355,1,3,2,초,2023
서울특별시동작관악교육지원청,S010001612,서울흑석초등학교,동작구,28,505,2,5,2,초,2023
서울특별시북부교육지원청,S010001735,서울계상초등학교,노원구,24,425,2,13,2,초,2023
서울특별시북부교육지원청,S010001737,서울공연초등학교,노원구,24,464,2,10,2,초,2023
서울특별시북부교육지원청,S010001738,서울노원초등학교,노원구,16,302,2,10,2,초,2023
서울특별시북부교육지원청,S010001740,서울녹천초등학교,노원구,15,230,1,5,2,초,2023
서울특별시북부교육지원청,S010001741,서울누원초등학교,도봉구,38,745,2,8,2,초,2023
서울특별시북부교육지원청,S010001742,서울당현초등학교,노원구,26,482,1,5,2,초,2023
서울특별시북부교육지원청,S010001743,서울도봉초등학교,도봉구,20,351,2,11,2,초,2023
서울특별시북부교육지원청,S010001745,서울방학초등학교,도봉구,29,544,2,11,2,초,2023
서울특별시북부교육지원청,S010001746,서울백운초등학교,도봉구,38,764,2,9,2,초,2023
서울특별시북부교육지원청,S010001747,서울불암초등학교,노원구,39,808,1,4,2,초,2023
서울특별시북부교육지원청,S010001748,서울상경초등학교,노원구,31,635,2,11,2,초,2023
서울특별시북부교육지원청,S010001749,서울상계초등학교,노원구,15,244,2,9,2,초,2023
서울특별시북부교육지원청,S010001752,서울상원초등학교,노원구,21,372,1,5,2,초,2023
서울특별시북부교육지원청,S010001753,서울상월초등학교,노원구,13,181,1,1,2,초,2023
서울특별시북부교육지원청,S010001754,서울상천초등학교,노원구,20,364,2,13,2,초,2023
서울특별시북부교육지원청,S010001755,서울선곡초등학교,노원구,33,630,2,9,2,초,2023
서울특별시북부교육지원청,S010001756,서울수락초등학교,노원구,25,460,2,12,2,초,2023
서울특별시북부교육지원청,S010001757,서울수암초등학교,노원구,26,516,2,7,2,초,2023
